X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,GlobalID
-8526467.4,4405782.76,49823,15723434,LAKEVIEW MEDICAL CENTER,2000 MEADE PARKWAY,SUFFOLK,VA,23434,NOT AVAILABLE,(757) 539-0250,GENERAL ACUTE CARE,OPEN,-999,SUFFOLK,51800,USA,36.7605491,-76.59456,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lakeviewmed.org/index.cfm/fuseaction/site.physicians/action/dtl/phys/99842375.cfm,NOT AVAILABLE,LAKEVIEW MEDICAL CENTER,51,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N,{035BDE0E-4AC9-42F0-8A21-D2C8BA3E2579}
-8631455.4,4397591.57,49824,9623847,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,NOT AVAILABLE,(434) 348-4400,GENERAL ACUTE CARE,OPEN,80,EMPORIA,51595,USA,36.701576,-77.537683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.svrmc.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,80,NOT AVAILABLE,Y,{BEF7D2D8-1FB2-4BC5-8530-7EB53C095D5E}
-8661665.2,4680610.88,49825,1820186,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186,NOT AVAILABLE,(540) 347-2550,GENERAL ACUTE CARE,OPEN,97,FAUQUIER,51061,USA,38.712766,-77.809062,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.fauquierhospital.org,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,97,NOT AVAILABLE,Y,{6F265456-69F8-464A-AD40-115C11A0D3C9}
-9197824.6,4431368.06,49827,6424273,WELLMONT MOUNTAIN VIEW REGIONAL MEDICAL CENTER,"310 3RD STREET, NE",NORTON,VA,24273,NOT AVAILABLE,(276) 679-9100,GENERAL ACUTE CARE,OPEN,133,NORTON,51720,USA,36.94446,-82.625464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wellmont.org/our-facilities/hospitals-and-medical-centers/mountain-view-regional-medical-center/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,133,NOT AVAILABLE,Y,{F70D4095-05C9-41D4-9B81-2CF8D1DA29CA}
-9178186.1,4461527.03,49828,6024228,DICKENSON COMMUNITY HOSPITAL AND GREEN OAK BEHAVIORAL HEALTH,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,NOT AVAILABLE,(276) 926-0300,GENERAL ACUTE CARE,OPEN,25,DICKENSON,51051,USA,37.1606785,-82.449048,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.msha.com/dch.cfm?id=1507,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{EF5D8AB5-19B6-4A91-864C-11682F3A74F2}
-8585769.3,4705767.32,49829,2622205,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,NOT AVAILABLE,(703) 558-5000,GENERAL ACUTE CARE,OPEN,334,ARLINGTON,51013,USA,38.8888818,-77.127278,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.virginiahospitalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,334,NOT AVAILABLE,N,{473BD4BC-9BFC-4FE7-A40C-98F8AE8C1441}
-8541754.6,4483085.78,49830,147123188,THE PAVILION AT WILLIAMSBURG PLACE,5483 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,NOT AVAILABLE,(757) 565-0106,PSYCHIATRIC,OPEN,57,JAMES CITY,51095,USA,37.3148616,-76.731887,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.pavilionwp.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,57,NOT AVAILABLE,N,{97DE62D7-A70A-4268-9491-65DCA125C2F3}
-8481371.7,4418649.01,49831,19123502,KEMPSVILLE CENTER FOR BEHAVIORAL HEALTH,860 KEMPSVILLE ROAD,NORFOLK,VA,23502,NOT AVAILABLE,(757) 461-4565,PSYCHIATRIC,OPEN,82,NORFOLK,51710,USA,36.8530889,-76.189458,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.kempsvillecbh.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,82,NOT AVAILABLE,Y,{5B4698D1-D3A5-4CBA-9336-5ABD62C845F6}
-8632463.4,4742436.5,49832,19220176,NORTH SPRING BEHAVIORAL HEALTHCARE,42009 VICTORY LANE,LEESBURG,VA,20176,NOT AVAILABLE,(703) 777-0800,PSYCHIATRIC,OPEN,100,LOUDOUN,51107,USA,39.144816,-77.546738,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.northspringleesburg.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{D8EB653B-2FBA-470F-AAFE-B595BD01B409}
-8644920.2,4504359.18,49834,8423114,BON SECOURS ST. FRANCIS MEDICAL CENTER,13710 ST. FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,NOT AVAILABLE,(804) 594-7300,GENERAL ACUTE CARE,OPEN,130,CHESTERFIELD,51041,USA,37.4666946,-77.65864,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-st-francis-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,130,NOT AVAILABLE,N,{1334E0C3-5E9E-424D-AF1B-D94F0B3EC94B}
-8779913.6,4641755.99,49871,422801,ROCKINGHAM MEMORIAL HOSPITAL,235 CANTRELL AVENUE,HARRISONBURG,VA,22801,NOT AVAILABLE,(540) 689-1000,GENERAL ACUTE CARE,CLOSED,270,HARRISONBURG,51660,USA,38.4398952,-78.871306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.rmhonline.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,270,NOT AVAILABLE,N,{EC67F7BF-7C00-4C76-9247-03129B1C75E6}
-9199662.6,4429765.94,49962,6524273,NORTON COMMUNITY HOSPITAL,100 15TH STREET NORTHWEST,NORTON,VA,24273,NOT AVAILABLE,(276) 679-9600,GENERAL ACUTE CARE,OPEN,129,NORTON,51720,USA,36.9329568,-82.641975,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,129,NOT AVAILABLE,Y,{42A8F98A-0EED-4940-A156-8B72249AF92A}
-8631700.6,4523687.66,50020,10123229,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,NOT AVAILABLE,(804) 289-4500,GENERAL ACUTE CARE,OPEN,340,HENRICO,51087,USA,37.6043794,-77.539886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://henricodoctors.com/,NOT AVAILABLE,HENRICO DOCTORS HOSPITAL MAIN CAMPUS (FOREST),51,PROPRIETARY,-999,340,LEVEL II,Y,{1FA95EB0-6413-4CBF-984E-E7D7E7859D47}
-8951312.9,4465233.16,50023,144624060,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,NOT AVAILABLE,(540) 951-1111,GENERAL ACUTE CARE,OPEN,146,MONTGOMERY,51121,USA,37.1872064,-80.411012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.lewisgale.com,NOT AVAILABLE,MONTGOMERY REGIONAL HOSPITAL,51,NOT AVAILABLE,-999,146,LEVEL III,Y,{392839D5-A60D-4AEA-A0C3-CC189F421ADB}
-8463439.8,4420478.62,50033,19723454,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 496-6000,PSYCHIATRIC,OPEN,100,VIRGINIA BEACH,51810,USA,36.8662392,-76.028374,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.vbpcweb.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{7D98A537-755A-4F88-A301-6E33D814448C}
-8542724.3,4474782.07,50107,13623185,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,120 KINGS WAY,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 645-3130,GENERAL ACUTE CARE,CLOSED,-999,JAMES CITY,51095,USA,37.2555128,-76.740598,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.riversideonline.com/facilities/outpatient-centers.cfm,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,-999,NOT AVAILABLE,N,{7A8B57D3-BA59-4471-95CF-4757DEE2644A}
-8727928.5,4481380.81,50108,10723901,CENTRA SOUTHSIDE COMMUNITY HOSPITAL,800 OAK STREET,FARMVILLE,VA,23901,NOT AVAILABLE,(434) 392-8811,GENERAL ACUTE CARE,OPEN,116,PRINCE EDWARD,51147,USA,37.3026795,-78.404316,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://centrasouthside.com/,NOT AVAILABLE,"SOUTHSIDE COMMUNITY HOSPITAL, INC.",51,NON-PROFIT,-999,116,NOT AVAILABLE,Y,{2DF00B58-839B-4B4A-8085-EC517912F2A9}
-8738433.9,4583854.02,50109,2222908,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 924-0210,GENERAL ACUTE CARE,OPEN,614,CHARLOTTESVILLE,51540,USA,38.0313398,-78.498687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.med.virginia.edu,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,614,LEVEL I,Y,{F65C4B2D-288F-4D53-BB6D-13D3956417FF}
-8741371.3,4582947.29,50110,2322903,UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,515 RAY C. HUNT DRIVE,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 244-2000,REHABILITATION,OPEN,50,ALBEMARLE,51003,USA,38.0249237,-78.525075,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.encompasshealth.com/uvarehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,50,NOT AVAILABLE,N,{9D06DB12-0005-4462-9E84-5BBE3AEC1366}
-8626809.8,4610199.27,50111,1322408,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,NOT AVAILABLE,(540) 498-4000,GENERAL ACUTE CARE,OPEN,100,SPOTSYLVANIA,51177,USA,38.2175161,-77.495951,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.spotsrmc.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,Y,{B21FEB57-3BC0-4395-898A-A3E5F99545B7}
-9008410.5,4393300.19,50112,6924333,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NOT AVAILABLE,(276) 236-8180,GENERAL ACUTE CARE,OPEN,141,GALAX,51640,USA,36.670662,-80.923929,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.tcrh.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,141,NOT AVAILABLE,Y,{B8A41D4B-4934-4F7A-9BA8-5E2DFAC79094}
-8498957.2,4416360.4,50113,14623707,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,NOT AVAILABLE,(757) 398-2200,GENERAL ACUTE CARE,OPEN,346,PORTSMOUTH,51740,USA,36.8366364,-76.347432,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-maryview-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,346,NOT AVAILABLE,Y,{FAD9971F-D7C0-4428-A598-6DE1874EDA87}
-8784727.7,4399054.96,50114,11824592,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,NOT AVAILABLE,(434) 517-3100,GENERAL ACUTE CARE,OPEN,192,HALIFAX,51083,USA,36.7121151,-78.914551,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hrhs.org/,NOT AVAILABLE,HALIFAX REGIONAL HEALTH SYSTEM,51,NON-PROFIT,-999,192,NOT AVAILABLE,N,{22201EAE-4636-455D-818F-DCB1E97709F9}
-8603477.1,4669817.86,50115,4322191,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,NOT AVAILABLE,(703) 670-1310,GENERAL ACUTE CARE,OPEN,183,PRINCE WILLIAM,51153,USA,38.6370725,-77.286349,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.sentara.com/northern-virginia,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,183,NOT AVAILABLE,Y,{73A1369D-943D-4E4D-9FF9-EFD5A476E6EF}
-8605932.3,4652101.84,50116,16222134,NAVAL HEALTH CLINIC (JOHN HENRY BALCH),3259 CATLIN AVENUE,QUANTICO,VA,22134,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,PRINCE WILLIAM,51153,USA,38.5126535,-77.308405,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.tricare.mil/mtf/facility.aspx?fid=304,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,{1D587264-60DF-497B-B1E2-4A2259055F6D}
-8493863.7,4419961.24,50117,12723507,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,601 CHILDRENS LANE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 668-7000,CHILDREN,OPEN,206,NORFOLK,51710,USA,36.8625207,-76.301676,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.chkd.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,206,LEVEL I,Y,{F55C12C8-E06C-4D73-B4C4-88891049B9DD}
-8493993.8,4419913.81,50118,13223507,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DRIVE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 388-3000,GENERAL ACUTE CARE,OPEN,543,NORFOLK,51710,USA,36.8621799,-76.302844,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/norfolkgeneral/pages/norfolkgeneral.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,543,LEVEL I,Y,{131ABDC5-3DB0-487C-B81A-2AC49787C34F}
-8616901.1,4514668.81,50119,10823223,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 NORTH 28TH STREET,RICHMOND,VA,23223,NOT AVAILABLE,(804) 225-1700,GENERAL ACUTE CARE,OPEN,104,RICHMOND CITY,51760,USA,37.540166,-77.40694,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-richmond-community-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,104,NOT AVAILABLE,N,{C6798CE5-6528-42E6-92DE-6F69E92C913B}
-8630198.7,4510981.7,50120,11023225,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,7101 JAHNKE ROAD,RICHMOND,VA,23225,NOT AVAILABLE,(804) 320-3910,GENERAL ACUTE CARE,OPEN,466,RICHMOND CITY,51760,USA,37.5138982,-77.526394,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/12 00:00:00+00,http://chippenhammed.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,466,LEVEL II,Y,{391641B2-339D-4498-9329-9632CFC6C1C9}
-8917793,4493808.62,50121,4724070,CATAWBA HOSPITAL,5525 CATAWBA HOSPITAL DRIVE,CATAWBA,VA,24070,NOT AVAILABLE,(540) 375-4200,PSYCHIATRIC,OPEN,110,ROANOKE,51161,USA,37.3914313,-80.109897,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.catawba.dmhmrsas.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,110,NOT AVAILABLE,N,{544BF1CF-CBD6-4A96-BBBA-A578F2121131}
-8517240.4,4459263.59,50122,13423602,BON SECOURS MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,NOT AVAILABLE,(757) 886-6200,GENERAL ACUTE CARE,OPEN,110,NEWPORT NEWS,51700,USA,37.1444726,-76.511672,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-mary-immaculate-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,110,NOT AVAILABLE,Y,{D32AC357-E87C-4EC7-80CA-15B85A234EE2}
-8514052.4,4448065.28,50123,14123601,RIVERSIDE REGIONAL MEDICAL CENTER,500 J. CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NOT AVAILABLE,(757) 594-2000,GENERAL ACUTE CARE,OPEN,577,NEWPORT NEWS,51700,USA,37.0642435,-76.483034,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rrmc,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,577,LEVEL II,Y,{03FF1D65-AF3B-447C-92BB-8F16BF5E1D91}
-8463230.6,4420246.87,50124,15323454,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 395-8000,GENERAL ACUTE CARE,OPEN,282,VIRGINIA BEACH,51810,USA,36.8645736,-76.026494,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/beachgeneral/pages/virginiabeach.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,282,LEVEL III,Y,{4461AA9F-B3B0-449C-B76B-519C37A19C17}
-8625393.6,4623527.36,50126,1222401,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,NOT AVAILABLE,(540) 741-1100,GENERAL ACUTE CARE,OPEN,420,FREDERICKSBURG,51630,USA,38.3115219,-77.483229,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.marywashingtonhealthcare.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,420,LEVEL II,Y,{EAA049C5-477A-4F5B-B28A-9BBB1070A9A8}
-8604024.1,4482130.7,50128,9523860,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,NOT AVAILABLE,(804) 541-1600,GENERAL ACUTE CARE,OPEN,147,HOPEWELL,51670,USA,37.3080378,-77.291264,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.johnrandolphmed.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,147,NOT AVAILABLE,Y,{F9D93B3D-2477-42A5-87C5-7285A1838145}
-8985988.1,4484116.32,50129,7124134,CARILION GILES MEMORIAL HOSPITAL,1 TAYLOR AVENUE,PEARISBURG,VA,24134,NOT AVAILABLE,(540) 921-6000,GENERAL ACUTE CARE,CLOSED,25,GILES,51071,USA,37.3222239,-80.722504,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/cgch,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{57E6E0DB-180A-4F09-9A3A-9FA04B5B8F7D}
-8520591.5,4497786.48,50130,15023061,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL DRIVE,GLOUCESTER,VA,23061,NOT AVAILABLE,(804) 693-8800,GENERAL ACUTE CARE,OPEN,67,GLOUCESTER,51073,USA,37.4198166,-76.541776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rwrh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,67,NOT AVAILABLE,Y,{299CC30A-C95B-41D2-875E-94412EF3AEFA}
-9245170.1,4404141.84,50131,6324277,LEE REGIONAL MEDICAL CENTER,1800 COMBS ROAD,PENNINGTON GAP,VA,24277,NOT AVAILABLE,(276) 546-1440,GENERAL ACUTE CARE,CLOSED,70,LEE,51105,USA,36.7487388,-83.050776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,"http://www.wellmont.org/news/our-facilities/hospitals-and-medical-centers/community/lee-regional/2013/lee-regional-closing-in-wake-of-healthcare-reform;-hospital-to-help-patients,-co-workers-transition.aspx",NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,70,NOT AVAILABLE,Y,{53DC6E1E-5616-4BEF-83B0-6EED30D96EF6}
-8524970.3,4407556.7,50134,15823434,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23434,NOT AVAILABLE,(757) 934-4000,GENERAL ACUTE CARE,OPEN,150,SUFFOLK,51800,USA,36.7733147,-76.581111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/obici/pages/obici.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,150,NOT AVAILABLE,Y,{5BA7E14D-6F45-438B-A50C-594FE26B7DD1}
-8893352.8,4438277.22,50137,8124151,CARILION FRANKLIN MEMORIAL HOSPITAL,390 SOUTH MAIN STREET,ROCKY MOUNT,VA,24151,NOT AVAILABLE,(540) 483-5280,GENERAL ACUTE CARE,OPEN,37,FRANKLIN,51067,USA,36.9940482,-79.890348,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/franklin+memorial+hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,37,NOT AVAILABLE,Y,{162D57CD-9D0A-44C8-995B-B873CDAC62F9}
-8704430,4749538.96,50138,922601,VALLEY HEALTH WINCHESTER MEDICAL CENTER,1840 AMHERST STREET,WINCHESTER,VA,22601,NOT AVAILABLE,(540) 536-8000,GENERAL ACUTE CARE,OPEN,411,WINCHESTER,51840,USA,39.1942808,-78.193225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleyhealthlink.com/wmc,NOT AVAILABLE,WINCHESTER MEDICAL CENTER,51,NON-PROFIT,-999,411,LEVEL II,Y,{34D4977A-3BF1-41D1-B62A-659C7115E855}
